0,1,2,3,4,5,6,#
6,5,2,7,4,3,1,1
7,5,4,6,1,2,3,1
4,3,2,5,2,1,1,1
7,5,4,6,3,1,2,1
7,6,3,1,5,2,4,1
4,3,4,5,2,1,1,1
