0,1,2,3,4,5,6,#
3,5,1,7,4,2,6,1
1,4,3,5,6,2,1,1
3,4,1,6,5,2,7,1
5,1,2,7,4,6,3,1
1,4,2,6,7,5,3,1
2,4,3,7,5,1,6,1
2,6,1,4,3,7,5,1
3,7,1,4,5,2,6,1
2,3,1,5,7,6,4,1
5,4,2,6,7,1,3,1
1,,,,,3,2,1
