0,1,2,3,4,5,#
1,2,2,2,3,1,1
1,2,3,6,5,4,1
4,1,2,5,3,6,1
4,5,1,6,3,2,1
1,2,5,6,3,4,1
2,3,1,4,5,6,1
2,3,5,6,4,1,1
1,6,3,4,2,5,1
