0,1,2,3,4,5,#
6,5,4,1,2,3,1
1,6,4,2,3,5,1
5,1,2,3,4,2,1
2,5,6,1,3,4,1
2,1,5,3,6,4,1
5,1,4,6,2,3,1
3,6,4,2,1,5,1
2,5,3,1,6,4,1
6,1,4,5,3,2,1
4,1,6,2,3,5,1
,1,,,,2,1
1,2,4,2,3,2,1
