0,1,2,3,4,5,6,#
7,2,3,5,1,6,4,1
1,2,1,1,1,1,1,1
5,1,3,7,2,4,6,1
7,1,3,6,2,4,5,1
3,2,1,3,3,3,3,1
7,6,3,2,1,4,5,1
