0,1,2,3,4,5,6,#
5,1,4,6,7,2,3,1
1,7,5,4,6,3,2,1
5,7,6,2,3,4,1,1
5,7,1,2,3,6,4,1
2,4,1,3,6,7,5,1
7,6,1,4,2,3,5,1
