0,1,2,3,4,5,#
5,3,6,4,1,2,1
5,3,4,2,1,6,1
4,4,3,4,1,2,1
4,2,6,5,1,3,1
3,4,6,5,1,2,1
6,4,3,5,2,1,1
5,2,1,3,,4,1
5,3,6,1,2,4,1
6,5,3,4,1,2,1
6,3,5,2,1,4,1
3,2,5,1,3,4,1
