0,1,2,3,4,5,6,#
2,4,5,7,1,3,6,1
4,5,3,1,7,2,6,1
6,2,5,1,7,4,3,1
2,5,7,3,6,4,1,1
1,4,3,5,7,6,2,1
5,1,7,2,4,3,6,1
3,2,7,5,6,1,4,1
