0,1,2,3,4,5,6,#
7,2,4,1,5,3,6,1
6,3,5,7,1,2,4,1
3,4,6,7,5,1,2,1
3,6,1,7,5,4,2,1
6,7,1,4,2,5,3,1
2,3,1,6,7,5,4,1
