0,1,2,3,4,5,6,#
,,,,1,,2,1
2,,2,,1,,1,1
,,,,1,,1,1
3,,,,1,,2,1
1,3,2,5,,4,,1
5,1,3,2,6,4,7,1
4,3,4,5,1,2,1,1
1,6,4,7,3,5,2,1
