0,1,2,3,4,5,6,#
4,5,2,7,1,3,6,1
6,2,1,4,5,3,7,1
4,3,5,1,7,2,6,1
4,7,5,6,3,2,1,1
6,3,4,7,1,2,5,1
6,3,7,5,2,4,1,1
7,4,5,3,2,1,6,1
