0,1,2,3,4,5,#
5,3,6,2,4,1,1
3,2,6,1,5,4,1
3,2,,4,1,5,1
3,4,6,5,2,1,1
3,1,6,4,2,5,1
1,2,6,5,4,3,1
2,5,6,4,3,1,1
