0,1,2,3,4,5,6,#
7,3,1,2,4,5,6,1
7,2,5,1,3,6,4,1
6,1,3,2,4,7,5,1
6,3,1,2,5,7,4,1
7,2,3,1,4,6,5,1
7,6,4,1,2,5,3,1
1,7,5,4,2,6,3,1
