0,1,2,3,4,5,6,#
6,2,3,4,5,7,1,1
2,5,6,4,3,1,7,1
4,6,2,7,5,1,3,1
3,2,5,2,3,1,4,1
3,2,6,2,5,1,4,1
1,2,7,3,6,4,5,1
1,5,3,6,4,2,7,1
5,3,7,2,6,1,4,1
2,6,3,7,4,1,5,1
4,2,6,1,7,3,5,1
6,3,1,4,5,2,7,1
4,6,7,1,5,3,2,1
1,3,4,2,5,6,7,1
5,2,3,1,4,7,6,1
