0,1,2,3,4,5,6,#
2,4,6,5,3,7,1,1
3,5,6,2,4,7,1,1
4,1,2,6,3,5,7,1
5,3,1,2,7,4,6,1
4,3,2,5,6,1,7,1
7,5,1,3,6,2,4,1
3,7,2,6,4,5,1,1
2,6,5,7,3,4,1,1
2,3,4,1,6,7,5,1
5,6,1,2,7,3,4,1
2,6,4,3,1,7,5,2
6,5,4,1,7,2,3,1
