0,1,2,3,4,5,6,#
4,3,2,5,1,4,3,1
1,5,2,6,7,4,3,1
3,3,2,1,1,1,1,1
5,1,5,5,3,2,4,1
3,2,7,1,6,5,4,1
5,4,6,7,2,1,3,1
