0,1,2,3,4,5,6,#
7,1,3,2,4,6,5,1
5,6,7,4,3,1,2,1
7,6,5,4,1,2,3,1
2,6,7,1,3,4,5,1
5,7,6,3,1,4,2,1
6,5,2,7,1,4,3,1
