0,1,2,3,4,5,#
2,3,6,1,4,5,1
2,3,3,3,3,1,1
,,1,,,,1
,,,,,1,1
3,4,1,2,6,5,1
1,2,,5,4,3,1
4,3,2,5,6,1,1
