0,1,2,3,4,5,6,#
6,3,4,1,2,5,6,1
5,2,4,3,1,2,5,1
5,1,2,3,1,4,6,1
1,4,5,3,4,6,2,1
6,5,2,3,1,4,1,1
7,1,2,5,3,4,6,1
2,4,5,3,5,5,1,1
