0,1,2,3,4,5,6,#
1,2,7,5,4,3,6,1
2,4,6,7,5,1,3,1
5,4,3,2,1,7,6,1
1,,,3,2,,,1
2,2,1,1,2,3,3,1
1,,,,,,,1
