0,1,2,3,4,5,6,#
4,3,6,7,5,1,2,1
1,1,1,1,1,1,2,1
6,3,4,5,7,2,1,1
5,3,4,7,6,2,1,1
3,1,3,3,3,3,2,1
5,3,4,7,2,1,6,1
