0,1,2,3,4,5,#
6,3,5,1,2,4,1
3,1,6,5,4,2,1
2,5,4,1,3,6,1
2,1,4,1,3,2,1
1,4,6,3,2,5,1
2,3,5,1,1,4,1
2,1,2,3,3,1,1
3,2,5,5,4,1,1
