0,1,2,3,4,5,6,#
7,2,5,1,4,3,6,1
7,1,6,3,5,2,4,1
7,3,4,1,5,2,6,1
7,2,4,1,5,3,6,1
6,1,2,1,4,3,5,1
7,2,3,4,5,1,6,1
6,1,4,2,5,3,7,1
