0,1,2,3,4,5,6,#
2,3,1,3,4,4,5,1
2,3,7,5,4,1,6,1
2,1,1,3,1,3,1,1
5,4,3,1,2,5,5,1
7,4,6,2,5,3,1,1
6,3,2,4,1,5,7,1
