0,1,2,3,4,5,6,#
4,7,2,1,3,5,6,1
4,1,5,7,6,3,2,1
7,1,6,3,2,5,4,1
2,1,2,4,5,3,3,1
2,1,2,4,6,5,3,1
3,4,2,5,7,6,1,1
6,2,5,7,3,4,1,1
2,1,3,4,7,6,5,1
7,1,6,5,3,4,2,1
1,3,2,5,6,7,4,1
4,2,3,7,1,5,6,1
1,3,6,2,7,5,4,1
2,6,3,7,4,5,1,1
1,7,2,6,3,4,5,1
