0,1,2,3,4,5,#
5,1,6,3,4,2,1
3,4,6,2,5,1,1
3,5,,2,1,4,1
3,1,6,4,2,5,1
3,5,6,1,2,4,1
1,3,6,2,4,5,1
2,1,6,5,3,4,1
