0,1,2,3,4,5,#
1,6,2,4,3,5,1
5,6,1,3,4,2,1
2,6,3,4,5,1,1
1,4,3,6,5,2,1
3,5,4,6,2,1,1
4,6,2,3,5,1,1
2,3,,,,1,1
