0,1,2,3,4,5,6,#
3,3,3,1,3,1,2,1
5,3,2,4,7,6,1,1
3,1,7,5,4,6,2,1
6,3,5,7,4,2,1,1
5,6,7,4,3,2,1,1
2,7,5,3,4,6,1,1
4,5,6,2,7,3,1,1
3,1,6,5,7,4,2,1
