0,1,2,3,4,5,6,#
6,1,2,7,5,3,4,2
4,2,1,4,4,3,4,1
5,1,2,4,5,3,5,1
7,1,2,6,4,3,5,1
,2,1,,,3,,2
,2,3,,,1,,1
4,2,3,5,6,1,7,1
3,2,1,3,3,2,3,1
4,6,1,3,5,7,2,1
4,2,3,4,4,1,4,1
7,3,1,6,5,2,4,1
7,3,1,4,5,2,6,1
,1,2,,,3,,1
4,4,1,3,4,4,2,1
,3,1,,4,2,5,1
4,1,3,4,4,2,4,1
