0,1,2,3,4,5,#
5,2,1,4,6,3,1
5,6,4,3,2,1,1
3,2,1,3,4,2,1
4,1,3,4,5,2,1
,,2,,1,,1
2,4,6,3,1,5,1
5,1,3,4,6,2,1
1,2,5,4,6,3,1
1,3,6,4,2,5,1
3,4,5,6,1,2,1
2,1,4,2,3,5,1
5,2,4,1,6,3,1
6,2,1,3,4,5,1
2,3,6,4,1,5,1
,,2,3,,1,1
5,1,2,4,6,3,1
