0,1,2,3,4,5,6,#
5,1,7,3,6,4,2,1
3,,,2,,,1,1
4,2,7,5,1,3,6,1
3,1,7,4,5,6,2,1
1,2,2,2,2,2,2,1
3,2,7,6,4,5,1,1
