0,1,2,3,4,5,6,#
2,5,4,6,1,6,3,1
1,2,4,5,3,5,2,1
1,4,2,6,3,5,1,1
4,6,5,2,3,1,4,1
1,4,2,1,3,6,5,1
3,4,2,6,5,7,1,1
5,5,5,1,3,2,4,1
