0,1,2,3,4,5,6,#
3,7,6,5,4,1,2,1
2,7,4,6,3,5,1,1
1,6,5,7,4,3,2,1
3,6,4,7,5,1,2,1
2,7,5,6,4,3,1,1
6,7,3,5,2,4,1,1
7,1,3,6,2,5,4,1
